"","r_mf_9a_6p","r_mf_6p_10","r_sa_9a_6p","r_sa_6p_10","r_su_9a_6p","r_su_6p_10","t_mf_9a_6p","t_mf_6p_10","t_sa_9a_6p","t_sa_6p_10","t_su_9a_6p","t_su_6p_10","credit_card","longitude","latitude","geo_local_area","avg_rate","avg_time","rate_level","time_level"
"5969",2,3,2,3,2,3,2,4,2,4,2,4,"No",-123.115764084995,49.2786458857443,"Downtown",2.5,3,"low","very low"
"5970",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.139594812201,49.2687357265757,"Fairview",1.5,3,"very low","very low"
"5971",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.120730413175,49.279383715615,"Downtown",1.5,3,"very low","very low"
"5972",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.127753782036,49.2894397672414,"Downtown",1,3,"very low","very low"
"5973",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.155197942432,49.2642709319134,"Kitsilano",1.5,3,"very low","very low"
"5974",5,2,5,2,5,2,2,4,2,4,2,4,"No",-123.117352812005,49.2648695921771,"Fairview",3.5,3,"low","very low"
"5975",1,3,1,3,1,3,3,4,3,4,3,4,"No",-123.124092592094,49.2773329219423,"Downtown",2,3.5,"low","very low"
"5976",5,2,5,2,5,2,2,4,2,4,2,4,"No",-123.117360160265,49.2646645120374,"Fairview",3.5,3,"low","very low"
"5977",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.111948048283,49.2665556909373,"Mount Pleasant",1,3,"very low","very low"
"5978",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.119844610495,49.2786933489644,"Downtown",1.5,3,"very low","very low"
"5979",5,3,5,3,5,3,2,4,2,4,2,4,"No",-123.110647897148,49.2824080317888,"Downtown",4,3,"moderate","very low"
"5980",5,3,5,3,5,3,2,4,2,4,2,4,"No",-123.110771847613,49.2823262638126,"Downtown",4,3,"moderate","very low"
"5981",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.14684292121,49.2636207857344,"Kitsilano",1,3,"very low","very low"
"5982",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.146666142473,49.2636177270199,"Kitsilano",1,3,"very low","very low"
"5983",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.146488555891,49.2636157035082,"Kitsilano",1,3,"very low","very low"
"5984",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.146301756999,49.2636125220117,"Kitsilano",1,3,"very low","very low"
"5985",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.148479519666,49.263849169375,"Kitsilano",1,3,"very low","very low"
"5986",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.148833406786,49.263854578934,"Kitsilano",1,3,"very low","very low"
"5987",5,2,5,2,5,2,2,4,2,4,2,4,"Yes",-123.129224055534,49.2816046951939,"West End",3.5,3,"low","very low"
"5988",2,2,2,2,2,2,2,4,2,4,2,4,"No",-123.100720799394,49.2839755521973,"Downtown",2,3,"low","very low"
"5989",2,2,2,2,2,2,2,4,2,4,2,4,"No",-123.100720799394,49.2839755521973,"Downtown",2,3,"low","very low"
"5990",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.108315143936,49.2631782162983,"Mount Pleasant",1,3.5,"very low","very low"
"5991",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.146094162577,49.2645777545412,"Kitsilano",1.5,3.5,"very low","very low"
"5992",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.139930428599,49.2645870928538,"Fairview",1.5,3,"very low","very low"
"5993",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.124862462906,49.2887472233654,"Downtown",1.5,3,"very low","very low"
"5994",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.117889739874,49.2631766785592,"Fairview",3,3,"low","very low"
"5995",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.118581394984,49.2631899133414,"Fairview",3,3,"low","very low"
"5996",4,1,4,1,4,1,3,4,3,4,3,4,"No",-123.110358545347,49.2648204262814,"Mount Pleasant",2.5,3.5,"low","very low"
"5997",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.109535243113,49.2627495868272,"Mount Pleasant",1.5,3,"very low","very low"
"5998",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.127257671377,49.2897601018095,"Downtown",1,3,"very low","very low"
"5999",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.130980890628,49.2899018971781,"West End",2,3,"low","very low"
"6000",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.122902421952,49.2766707630481,"Downtown",2,3.5,"low","very low"
"6001",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.12302714603,49.2765878206332,"Downtown",2,3.5,"low","very low"
"6002",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.123272767667,49.2764261402303,"Downtown",2,3.5,"low","very low"
"6003",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.109363639316,49.2659626656822,"Mount Pleasant",1.5,3,"very low","very low"
"6004",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.119889840495,49.2788506817642,"Downtown",1.5,3,"very low","very low"
"6005",7,2,7,2,7,2,2,4,2,4,2,4,"Yes",-123.11420947723,49.2862891863025,"Downtown",4.5,3,"moderate","very low"
"6006",0.5,0.5,0.5,0.5,0.5,0.5,24,24,24,24,24,24,"No",-123.161524947735,49.2347395430383,"Arbutus-Ridge",0.5,24,"very low","very high"
"6007",9,7,9,7,9,7,2,4,2,4,2,4,"Yes",-123.118740437609,49.2847441690223,"Downtown",8,3,"very high","very low"
"6008",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.102475008737,49.2628597071847,"Mount Pleasant",1,3,"very low","very low"
"6009",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.129371255611,49.2777137274881,"Downtown",1.5,3.5,"very low","very low"
"6010",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.124991523718,49.2817194789797,"Downtown",1,3,"very low","very low"
"6011",5,2,5,2,5,2,2,4,2,4,2,4,"Yes",-123.12843097348,49.2823021570077,"West End",3.5,3,"low","very low"
"6012",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.129901849173,49.2633720188515,"Fairview",1,3,"very low","very low"
"6013",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.107974303805,49.2631701068126,"Mount Pleasant",1,3.5,"very low","very low"
"6014",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.142192354026,49.2637487665561,"Fairview",1,3,"very low","very low"
"6015",6,4,6,4,6,4,3,4,3,4,3,4,"Yes",-123.125322229123,49.2614824341234,"Fairview",5,3.5,"moderate","very low"
"6016",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.141420553754,49.2637356812852,"Fairview",1,3,"very low","very low"
"6017",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.120125338197,49.2786951623349,"Downtown",1.5,3,"very low","very low"
"6018",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.120243443413,49.2786171771881,"Downtown",1.5,3,"very low","very low"
"6019",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.114299794285,49.2776989812679,"Downtown",2.5,3,"low","very low"
"6020",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.114554358617,49.2778636468829,"Downtown",2.5,3,"low","very low"
"6021",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.114670419752,49.2779388394435,"Downtown",2.5,3,"low","very low"
"6022",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.128780630395,49.2895141418694,"Downtown",1.5,3,"very low","very low"
"6023",2,3,2,3,2,3,2,4,2,4,2,4,"No",-123.115149895446,49.2784260454939,"Downtown",2.5,3,"low","very low"
"6024",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.115290567542,49.275474638828,"Downtown",1,3,"very low","very low"
"6025",6,3,6,3,6,3,3,4,3,4,3,4,"No",-123.112281047039,49.2639698044694,"Mount Pleasant",4.5,3.5,"moderate","very low"
"6026",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.114164186495,49.2777857479488,"Downtown",2.5,3,"low","very low"
"6027",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.123338717649,49.2765694711178,"Downtown",2,3.5,"low","very low"
"6028",1,2,1,2,1,2,3,4,3,4,3,4,"No",-123.145550031382,49.2658400548255,"Fairview",1.5,3.5,"very low","very low"
"6029",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.111611188384,49.266549432339,"Mount Pleasant",1,3,"very low","very low"
"6030",4,2,4,2,4,2,2,4,2,4,2,4,"Yes",-123.130592357225,49.2800819729755,"West End",3,3,"low","very low"
"6031",4,2,4,2,4,2,2,4,2,4,2,4,"Yes",-123.129999307773,49.2796981606526,"West End",3,3,"low","very low"
"6032",4,7,4,7,4,7,2,4,2,4,2,4,"No",-123.120163558516,49.2764761634354,"Downtown",5.5,3,"moderate","very low"
"6033",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.113463310407,49.2632912115347,"Mount Pleasant",1.5,3,"very low","very low"
"6034",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.113801852215,49.2632972651801,"Mount Pleasant",1.5,3,"very low","very low"
"6035",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.110220971873,49.2792834695801,"Downtown",1,3.5,"very low","very low"
"6036",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.133254276459,49.2636038665323,"Fairview",1,3,"very low","very low"
"6037",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.132746142317,49.2635953213162,"Fairview",1,3,"very low","very low"
"6038",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.104466361204,49.2629084949071,"Mount Pleasant",1,3,"very low","very low"
"6039",2,1,2,1,2,1,24,24,24,24,24,24,"No",-123.117360162505,49.2631759763524,"Fairview",1.5,24,"very low","very high"
"6040",0.5,0.5,0.5,0.5,0.5,0.5,24,24,24,24,24,24,"No",-123.14325540454,49.2635862862653,"Fairview",0.5,24,"very low","very high"
"6041",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.124992789098,49.2752889378273,"Downtown",1.5,3,"very low","very low"
"6042",5,4,5,4,5,4,2,4,2,4,2,4,"No",-123.101989274957,49.2803677425041,"Downtown",4.5,3,"moderate","very low"
"6043",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.124912642247,49.2755297627244,"Downtown",1.5,3,"very low","very low"
"6044",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.125512503196,49.2751331534862,"Downtown",1.5,3,"very low","very low"
"6045",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.120611462499,49.2781851417642,"Downtown",1.5,3,"very low","very low"
"6046",4,5,4,5,4,5,2,4,2,4,2,4,"Yes",-123.107519451979,49.2814541680853,"Downtown",4.5,3,"moderate","very low"
"6047",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.125153549414,49.2632762615937,"Fairview",3,3,"low","very low"
"6048",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.119721933367,49.2787743338353,"Downtown",1.5,3,"very low","very low"
"6049",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.129361361866,49.2888540665189,"West End",1,3,"very low","very low"
"6050",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.169800918453,49.2641810948671,"Kitsilano",1.5,3,"very low","very low"
"6051",1,1,1,1,1,1,24,24,24,24,24,24,"No",-123.11492722394,49.2780723516867,"Downtown",1,24,"very low","very high"
"6052",5,2,5,2,5,2,2,4,2,4,2,4,"Yes",-123.12843097348,49.2823021570077,"West End",3.5,3,"low","very low"
"6053",5,2,5,2,5,2,2,4,2,4,2,4,"Yes",-123.129462417064,49.2816197021971,"West End",3.5,3,"low","very low"
"6054",5,2,5,2,5,2,2,4,2,4,2,4,"Yes",-123.129579388252,49.2815421675701,"West End",3.5,3,"low","very low"
"6055",0.5,0.5,0.5,0.5,0.5,0.5,24,24,24,24,24,24,"No",-123.123396485653,49.2776212614777,"Downtown",0.5,24,"very low","very high"
"6056",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.0976966785,49.2629003219387,"Mount Pleasant",1,3,"very low","very low"
"6057",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.069596925037,49.276322750447,"Grandview-Woodland",1,3,"very low","very low"
"6058",3,5,3,5,3,5,2,4,2,4,2,4,"No",-123.125628143411,49.2822757520386,"West End",4,3,"moderate","very low"
"6059",1,3,1,3,1,3,2,4,2,4,2,4,"No",-123.129067376675,49.2769991209739,"Downtown",2,3,"low","very low"
"6060",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.101538675936,49.2479490879788,"Riley Park",2.5,3,"low","very low"
"6061",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.124017267999,49.2886566436872,"Downtown",1.5,3,"very low","very low"
"6062",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.122760960671,49.2729292115454,"Downtown",1.5,3.5,"very low","very low"
"6063",4,2,4,2,4,2,2,4,2,4,2,4,"Yes",-123.130455747697,49.2798170932571,"West End",3,3,"low","very low"
"6064",4,2,4,2,4,2,2,4,2,4,2,4,"Yes",-123.13071646041,49.2799842259369,"West End",3,3,"low","very low"
"6065",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.107300403848,49.263154156451,"Mount Pleasant",1,3.5,"very low","very low"
"6066",0.5,0.5,0.5,0.5,0.5,0.5,24,24,24,24,24,24,"No",-123.101416072364,49.2584540948419,"Mount Pleasant",0.5,24,"very low","very high"
"6067",0.5,0.5,0.5,0.5,0.5,0.5,24,24,24,24,24,24,"No",-123.107532725439,49.2631597333776,"Mount Pleasant",0.5,24,"very low","very high"
"6068",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.059686205512,49.2809204516149,"Grandview-Woodland",1,3,"very low","very low"
"6069",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.097519627798,49.26289587496,"Mount Pleasant",1,3,"very low","very low"
"6070",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.104500592281,49.2630877654102,"Mount Pleasant",1,3,"very low","very low"
"6071",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.104500592281,49.2630877654102,"Mount Pleasant",1,3,"very low","very low"
"6072",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.104149099105,49.2630785478646,"Mount Pleasant",1,3,"very low","very low"
"6073",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.103979022543,49.2628942273457,"Mount Pleasant",1,3,"very low","very low"
"6074",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.107477317594,49.2631579948859,"Mount Pleasant",1,3.5,"very low","very low"
"6075",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.129240693826,49.28877615047,"West End",1,3,"very low","very low"
"6076",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.129240693826,49.28877615047,"West End",1,3,"very low","very low"
"6077",5,2,5,2,5,2,2,4,2,4,2,4,"No",-123.123894100305,49.2881373858108,"Downtown",3.5,3,"low","very low"
"6078",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.162471165611,49.2642433027812,"Kitsilano",1,3,"very low","very low"
"6079",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.124498474573,49.2887975842492,"Downtown",1.5,3,"very low","very low"
"6080",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.130583920586,49.2633815674904,"Fairview",1,3,"very low","very low"
"6081",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.130763266901,49.2633843240772,"Fairview",1,3,"very low","very low"
"6082",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.124665967161,49.2888457976746,"Downtown",1.5,3,"very low","very low"
"6083",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.145201434846,49.2646725199854,"Fairview",1.5,3,"very low","very low"
"6084",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.159860102106,49.2342727383379,"Kerrisdale",1.5,3,"very low","very low"
"6085",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.102794801423,49.2620861950653,"Mount Pleasant",1.5,3,"very low","very low"
"6086",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.130408825257,49.2633802900365,"Fairview",1,3,"very low","very low"
"6087",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.132746142317,49.2635953213162,"Fairview",1,3,"very low","very low"
"6088",4,1,4,1,4,1,2,4,2,4,2,4,"Yes",-123.140208803987,49.2653293096003,"Fairview",2.5,3,"low","very low"
"6089",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.17580939627,49.2639874188351,"Kitsilano",2,3.5,"low","very low"
"6090",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.159967148116,49.2680435108145,"Kitsilano",1,3.5,"very low","very low"
"6091",2,1,2,1,2,1,2,4,2,4,2,4,"Yes",-123.126976300891,49.2872996482018,"West End",1.5,3,"very low","very low"
"6092",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.108957556539,49.269399377545,"Mount Pleasant",1,3,"very low","very low"
"6093",0.5,0.5,0.5,0.5,0.5,0.5,24,24,24,24,24,24,"No",-123.101439792176,49.2575416444302,"Mount Pleasant",0.5,24,"very low","very high"
"6094",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.138338089381,49.2658679485926,"Fairview",1,3,"very low","very low"
"6095",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.138341490586,49.2657570606392,"Fairview",1,3,"very low","very low"
"6096",1,3,1,3,1,3,3,4,3,4,3,4,"No",-123.124923532577,49.2767826006271,"Downtown",2,3.5,"low","very low"
"6097",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.103623835006,49.2628856861674,"Mount Pleasant",1,3,"very low","very low"
"6098",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.10344775954,49.2628811754364,"Mount Pleasant",1,3,"very low","very low"
"6099",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.10344775954,49.2628811754364,"Mount Pleasant",1,3,"very low","very low"
"6100",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.103284097677,49.2628777957323,"Mount Pleasant",1,3,"very low","very low"
"6101",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.103284097677,49.2628777957323,"Mount Pleasant",1,3,"very low","very low"
"6102",1,3,1,3,1,3,2,4,2,4,2,4,"No",-123.134199839557,49.2919865931174,"West End",2,3,"low","very low"
"6103",2,4,2,4,2,4,2,4,2,4,2,4,"No",-123.128002507159,49.2867558463799,"West End",3,3,"low","very low"
"6104",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.034353677262,49.233237495756,"Killarney",1,3.5,"very low","very low"
"6105",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.034266464375,49.2334533267323,"Renfrew-Collingwood",1,3.5,"very low","very low"
"6106",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.033080260454,49.2325743866322,"Killarney",1,3.5,"very low","very low"
"6107",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.033080260454,49.2325743866322,"Killarney",1,3.5,"very low","very low"
"6108",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.032998857231,49.2327957560877,"Renfrew-Collingwood",1,3.5,"very low","very low"
"6109",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.032947852122,49.2325019587175,"Killarney",1,3.5,"very low","very low"
"6110",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.032860996343,49.2327250297363,"Renfrew-Collingwood",1,3.5,"very low","very low"
"6111",1,2,1,2,1,2,3,4,3,4,3,4,"No",-123.126100284419,49.27600404831,"Downtown",1.5,3.5,"very low","very low"
"6112",4,4,4,4,4,4,3,4,3,4,3,4,"No",-123.130230448511,49.2771465243931,"Downtown",4,3.5,"moderate","very low"
"6113",3,1,3,1,3,1,3,4,3,4,3,4,"No",-123.141394633078,49.2696721871091,"Fairview",2,3.5,"low","very low"
"6114",3,1,3,1,3,1,3,4,3,4,3,4,"No",-123.14174023109,49.2696777005058,"Fairview",2,3.5,"low","very low"
"6115",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.111779412467,49.2665527058833,"Mount Pleasant",1,3,"very low","very low"
"6116",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.157564478573,49.2688194011088,"Kitsilano",1.5,3.5,"very low","very low"
"6117",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.12499385527,49.2889413589418,"Downtown",1.5,3,"very low","very low"
"6118",1,2,1,2,1,2,3,4,3,4,3,4,"No",-123.125978530776,49.2760847240265,"Downtown",1.5,3.5,"very low","very low"
"6119",2,3,2,3,2,3,2,4,2,4,2,4,"No",-123.069347786767,49.2677457242933,"Grandview-Woodland",2.5,3,"low","very low"
"6120",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.138350400343,49.2854887521327,"West End",1,3.5,"very low","very low"
"6121",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.139794918238,49.2688736509079,"Fairview",1.5,3,"very low","very low"
"6122",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.103749775006,49.2638100194926,"Mount Pleasant",3,3,"low","very low"
"6123",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.138379117854,49.2648107829874,"Fairview",1,3,"very low","very low"
"6124",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.034782404666,49.2337367838073,"Renfrew-Collingwood",1,3.5,"very low","very low"
"6125",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.034782404666,49.2337367838073,"Renfrew-Collingwood",1,3.5,"very low","very low"
"6126",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.034524682412,49.233597029943,"Renfrew-Collingwood",1,3.5,"very low","very low"
"6127",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.034402052261,49.2335286396527,"Renfrew-Collingwood",1,3.5,"very low","very low"
"6128",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.127087356337,49.2897181378961,"Downtown",1,3,"very low","very low"
"6129",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.032686829513,49.2323597909375,"Killarney",1,3.5,"very low","very low"
"6130",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.034297814275,49.2330222829688,"Killarney",1,3.5,"very low","very low"
"6131",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.035191485371,49.2336581403697,"Killarney",1,3.5,"very low","very low"
"6132",0.5,1.5,0.5,1.5,0.5,1.5,24,24,24,24,24,24,"No",-123.125120769296,49.2766536750983,"Downtown",1,24,"very low","very high"
"6133",1,2,1,2,1,2,3,4,3,4,3,4,"No",-123.12664352641,49.2756499702859,"Downtown",1.5,3.5,"very low","very low"
"6134",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.140841181877,49.2639650471476,"Fairview",1.5,3.5,"very low","very low"
"6135",2,2,2,2,2,2,2,4,2,4,2,4,"No",-123.143291255976,49.2640391235217,"Fairview",2,3,"low","very low"
"6136",2,2,2,2,2,2,2,4,2,4,2,4,"No",-123.143450400098,49.2642692932962,"Fairview",2,3,"low","very low"
"6137",2,3,2,3,2,3,3,4,3,4,3,4,"No",-123.069508684125,49.2689906258756,"Grandview-Woodland",2.5,3.5,"low","very low"
"6138",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.139761957209,49.2687381331256,"Fairview",1.5,3,"very low","very low"
"6139",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.12544620021,49.2635048722471,"Fairview",3,3,"low","very low"
"6140",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.139667518718,49.268006577737,"Fairview",1,3,"very low","very low"
"6141",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.125798486693,49.2635097963933,"Fairview",3,3,"low","very low"
"6142",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.125967827434,49.2635126702645,"Fairview",3,3,"low","very low"
"6143",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.12631008164,49.2635180535484,"Fairview",3,3,"low","very low"
"6144",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.124985178457,49.2632760840423,"Fairview",3,3,"low","very low"
"6145",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.139494386975,49.2644705924827,"Fairview",1.5,3,"very low","very low"
"6146",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.13101975543,49.2635665012925,"Fairview",1,3,"very low","very low"
"6147",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.129395491028,49.2633634658985,"Fairview",1,3,"very low","very low"
"6148",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.129564540901,49.263365597217,"Fairview",1,3,"very low","very low"
"6149",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.142192354026,49.2637487665561,"Fairview",1,3,"very low","very low"
"6150",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.142718523055,49.2637568431695,"Fairview",1,3,"very low","very low"
"6151",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.13454612765,49.2634449712637,"Fairview",1.5,3,"very low","very low"
"6152",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.134887163885,49.2634521206053,"Fairview",1.5,3,"very low","very low"
"6153",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.135228027293,49.2634563457002,"Fairview",1.5,3,"very low","very low"
"6154",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.125352712761,49.281480526585,"Downtown",1,3,"very low","very low"
"6155",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.125232605557,49.2815601831933,"Downtown",1,3,"very low","very low"
"6156",1,3,1,3,1,3,3,4,3,4,3,4,"No",-123.124356595869,49.2769854419425,"Downtown",2,3.5,"low","very low"
"6157",1,3,1,3,1,3,3,4,3,4,3,4,"No",-123.124480675208,49.2769037220019,"Downtown",2,3.5,"low","very low"
"6158",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.12960320943,49.289010482348,"West End",1,3,"very low","very low"
"6159",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.124643181773,49.2634813643088,"Fairview",3,3,"low","very low"
"6160",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.124995628861,49.2634955557929,"Fairview",3,3,"low","very low"
"6161",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.102613479404,49.2620820745247,"Mount Pleasant",1.5,3,"very low","very low"
"6162",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.125258006384,49.2740321575706,"Downtown",1.5,3.5,"very low","very low"
"6163",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.125842790294,49.2735209911002,"Downtown",1.5,3.5,"very low","very low"
"6164",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.102245617519,49.2620761849566,"Mount Pleasant",1.5,3,"very low","very low"
"6165",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.101867035138,49.2620702407032,"Mount Pleasant",1.5,3,"very low","very low"
"6166",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.102992445227,49.264444966951,"Mount Pleasant",3,3,"low","very low"
"6167",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.139756001885,49.2645856848309,"Fairview",1.5,3,"very low","very low"
"6168",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.11003911033,49.2632185139371,"Mount Pleasant",1,3,"very low","very low"
"6169",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.11006897215,49.2630370521702,"Mount Pleasant",1,3,"very low","very low"
"6170",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.110201853245,49.2632220468632,"Mount Pleasant",1,3,"very low","very low"
"6171",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.139594812201,49.2687357265757,"Fairview",1.5,3,"very low","very low"
"6172",2,3,2,3,2,3,2,4,2,4,2,4,"No",-123.101410916442,49.2452710496596,"Riley Park",2.5,3,"low","very low"
